"indiv_id","weight_kg","duration","n.notes","low.freq","high.freq","note.rate","bandwidth.mean","bandwidth.sd","firstnotehighfreq","lasttnotehighfreq","titi.id","birthdate","sex","name"
"marjorine",1,2.920109171,10,3273,8613.3,3.42452950023628,4031,810.83321479958,7493.6,5943.2,37800,"12/9/06","F","marjorine"
"marjorine",1,2.560788979,9,3445.3,8268.8,3.51454183605341,4124.78888888889,283.872570198516,7752,7149,37800,"12/9/06","F","marjorine"
"marjorine",1,2.009156571,7,3014.6,7665.8,3.48404902884993,3851.35714285714,795.217305431127,6546.1,5943.2,37800,"12/9/06","F","marjorine"
"marjorine",1,2.48993711,9,2325.6,9130.1,3.61454912409414,4727.72222222222,1079.61237809894,7407.4,6201.6,37800,"12/9/06","F","marjorine"
"marjorine",1,2.019278266,7,2584,7493.6,3.46658512492503,3752.92857142857,1126.1685660005,6460,5943.2,37800,"12/9/06","F","marjorine"
"mary",1.2,2.049643352,9,1378.1,7062.9,4.39100782641916,3981.23333333333,823.652112545096,5168,6890.6,35292,"7/28/03","F","mary"
"mary",1.2,1.928183005,8,1033.6,6890.6,4.14898377345671,3671.4,678.133200147919,4737.3,5512.5,35292,"7/28/03","F","mary"
"mary",1.2,1.821905203,7,1292,7149,3.84213184553928,4577.32857142857,835.718408943837,7149,6460,35292,"7/28/03","F","mary"
"mary",1.2,1.452895273,6,1378.1,7321.3,4.12968512700227,4163.1,501.248608975626,5081.8,6287.7,35292,"7/28/03","F","mary"
"mary",1.2,2.049643352,9,1378.1,7062.9,4.39100782641916,3981.23333333333,823.652112545096,5168,6890.6,35292,"7/28/03","F","mary"
"mary",1.2,1.928183005,8,1033.6,6890.6,4.14898377345671,3671.4,678.133200147919,4737.3,5512.5,35292,"7/28/03","F","mary"
"mary",1.2,1.821905203,7,1292,7149,3.84213184553928,4577.32857142857,835.718408943837,7149,6460,35292,"7/28/03","F","mary"
"mary",1.2,1.452895273,6,1378.1,7321.3,4.12968512700227,4163.1,501.248608975626,5081.8,6287.7,35292,"7/28/03","F","mary"
"miakoda",1.07,2.464632871,9,3445.3,6718.4,3.65165948482556,2804.1,220.048199265525,6546.1,6718.4,41449,"12/18/10","F","miakoda"
"miakoda",1.07,2.818892216,10,3703.7,6804.5,3.54749285667615,2687.35,150.818074734651,6460,6546.1,41449,"12/18/10","F","miakoda"
"miakoda",1.07,2.034460809,6,3617.6,6546.1,2.94918436052311,2225.08333333333,870.614551720029,6201.6,4823.4,41449,"12/18/10","F","miakoda"
"miakoda",1.07,1.791540116,6,3273,7838.1,3.34907376419586,3014.65,779.969034641761,6287.7,6287.7,41449,"12/18/10","F","miakoda"
"miakoda",1.07,1.401854836,5,3359.2,6373.8,3.56670310762476,2756.24,219.601042802624,6287.7,6373.8,41449,"12/18/10","F","miakoda"
"miakoda",1.07,1.427159075,5,3014.6,7493.6,3.50346369061907,3186.9,1017.32181732233,7493.6,5426.4,41449,"12/18/10","F","miakoda"
"miakoda",1.07,2.014217418,7,3359.2,6632.2,3.47529513817361,2731.61428571429,534.917736443563,6632.2,6029.3,41449,"12/18/10","F","miakoda"
"miakoda",1.07,1.786479268,6,3273,6976.8,3.35856122568784,2411.71666666667,1074.40028186271,4995.7,4823.4,41449,"12/18/10","F","miakoda"
"mickey",1.3,2.181225394,7,3273,7924.2,3.20920525648346,4122.05714285714,338.8408714876,6718.4,7665.8,36152,"11/29/04","M","mickey"
"mickey",1.3,2.41908524,8,3014.6,7493.6,3.30703518326622,3865.2125,254.006903379191,6976.8,7493.6,36152,"11/29/04","M","mickey"
"mickey",1.3,2.064825896,7,2842.4,8182.6,3.39011633550338,4405.07142857143,304.243448104122,7235.2,7579.7,36152,"11/29/04","M","mickey"
"molly",1.205,2.019278265,8,3100.8,6890.6,3.96181157330488,2853.1375,405.133963514363,6115.4,6029.3,38651,"2/21/08","F","molly"
"molly",1.205,2.267259807,8,2928.5,10249.8,3.52848843140984,4231.275,1613.01071181458,6890.6,8785.5,38651,"2/21/08","F","molly"
"molly",1.205,1.887696224,7,3100.8,9991.4,3.70822376556282,3900.58571428571,1293.65306970683,6976.8,7493.6,38651,"2/21/08","F","molly"
"molly",1.205,2.636701695,10,3100.8,9905.3,3.79261712425152,3755.39,1459.0062374781,9819.1,6373.8,38651,"2/21/08","F","molly"
"molly",1.205,2.879622389,10,3531.4,7579.7,3.472677542097,3092.15,352.694725569358,6718.4,6632.2,38651,"2/21/08","F","molly"
"monterey",1.055,1.988913179,8,2842.4,7752,4.02229724478084,3488.375,901.040472771023,5426.4,6373.8,45582,"1/17/16","M","monterey"
"monterey",1.055,1.548619422,6,3100.8,7493.6,3.87441866914672,2770.6,988.726661924316,6373.8,4565,45582,"1/17/16","M","monterey"
"monterey",1.055,1.214603468,5,2928.5,6201.6,4.11656983676585,3014.64,172.250001451379,5857,6029.3,45582,"1/17/16","M","monterey"
"monterey",1.055,2.074947592,8,2670.1,8096.5,3.85551906508104,3671.3875,651.018207859262,6115.4,8096.5,45582,"1/17/16","M","monterey"
"monterey",1.055,2.064825895,8,3014.6,9560.7,3.87441867102311,4188.2,1130.52111119481,6976.8,9560.7,45582,"1/17/16","M","monterey"
"monterey",1.055,2.039521656,8,3014.6,9130.1,3.92248838175612,3596.0375,1288.08175753993,5254.1,9130.1,45582,"1/17/16","M","monterey"
"moose",1.319,2.596214913,10,2756.2,8010.4,3.85176125055253,3531.44,756.355310684073,6115.4,5943.2,44805,"2/2/15","M","moose"
"moose",1.319,3.21869919,12,2842.4,7579.7,3.7282141920196,3129.46666666667,655.277887385932,6029.3,4823.4,44805,"2/2/15","M","moose"
"mowgli",0.89,1.492950096,6,3014.6,8441,4.01888851882963,4651.15,445.890909304058,8182.6,7407.4,45583,"1/22/16","M","mowgli"
"mowgli",0.89,2.19134709,8,3100.8,7321.3,3.65072244214859,3488.375,671.916333545862,7321.3,5426.4,45583,"1/22/16","M","mowgli"
"mowgli",0.89,2.080008439,8,1119.7,7493.6,3.84613824155739,4338.9375,778.510985219311,7493.6,7235.2,45583,"1/22/16","M","mowgli"
"mowgli",0.89,2.090130134,8,3100.8,7493.6,3.82751287580833,3875.9625,184.156361648775,6890.6,6976.8,45583,"1/22/16","M","mowgli"
"mufasa",1.18,3.423140973,14,3100.8,10766.6,4.08981111512056,4841.9,1499.9515325503,6460,5426.4,41453,"2/3/11","M","mufasa"
"mufasa",1.18,3.24112147,13,2842.4,9646.9,4.01095735544895,3988.59230769231,731.198448281471,6287.7,6890.6,41453,"2/3/11","M","mufasa"
"mufasa",1.18,3.111946339,13,3186.9,10249.8,4.17744992485232,5008.95384615385,1535.10329056136,6976.8,5254.1,41453,"2/3/11","M","mufasa"
"mufasa",1.18,2.665704977,11,3445.3,10508.2,4.12648815038019,5144.47272727273,969.969333629584,8096.5,8699.4,41453,"2/3/11","M","mufasa"
"mufasa",1.18,4.157090581,16,1464.3,11541.8,3.84884565015929,5593.25625,1467.28296383429,6632.2,7235.2,41453,"2/3/11","M","mufasa"
"mufasa",1.18,3.194148695,13,2842.4,9991.4,4.06994202253317,5379.97692307692,697.635609462235,8010.4,9302.3,41453,"2/3/11","M","mufasa"
"mufasa",1.18,2.853596077,12,3359.2,11627.9,4.20522024708404,5519.68333333333,976.196152823744,8010.4,8613.3,41453,"2/3/11","M","mufasa"
"mufasa",1.18,2.501300264,11,3359.2,10249.8,4.39771272498454,5371.56363636364,1137.65091066876,8699.4,6373.8,41453,"2/3/11","M","mufasa"
"mufasa",1.18,3.198455799,13,3359.2,9474.6,4.06446135790417,3769.95384615385,976.470538568526,6804.5,6460,41453,"2/3/11","M","mufasa"
"nicole",1.125,2.160747647,8,3186.9,8699.4,3.7024221736894,3725.2375,770.061142168965,6201.6,8699.4,29852,"8/29/96","F","nicole"
"nicole",1.125,1.567716363,6,2411.7,6804.5,3.82722292221173,3186.91666666667,340.199408680654,6287.7,6115.4,29852,"8/29/96","F","nicole"
"nicole",1.125,1.497257201,6,2584,7493.6,4.00732752929335,3861.61666666667,674.729882002173,6890.6,7493.6,29852,"8/29/96","F","nicole"
"nicole",1.125,1.925883772,8,1464.3,5254.1,4.15393707362315,1485.8125,688.68933165522,4134.4,4392.8,29852,"8/29/96","F","nicole"
"nicole",1.125,1.555973169,6,3014.6,6890.6,3.85610762417973,3244.33333333333,641.470640533662,5512.5,6804.5,29852,"8/29/96","F","nicole"
"nicole",1.125,2.219463615,7,861.3,5943.2,3.1539151859446,3666.8,687.03529991794,4823.4,5770.9,29852,"8/29/96","F","nicole"
"nicole",1.125,1.855424609,7,2411.7,6718.4,3.77272133076467,3568.35714285714,391.112481080753,6460,6287.7,29852,"8/29/96","F","nicole"
"nicole",1.125,2.17249084,8,1292,6718.4,3.68240908210227,4134.3625,518.828559455956,6373.8,6115.4,29852,"8/29/96","F","nicole"
"nicole",1.125,2.119646468,8,3186.9,6460,3.77421429506045,2002.6,622.382236709426,5168,4737.3,29852,"8/29/96","F","nicole"
"nicole",1.125,1.767350656,7,1722.7,6804.5,3.96073069949962,3039.24285714286,628.459430823085,5598.6,5770.9,29852,"8/29/96","F","nicole"
"nicole",1.125,1.867167804,7,2928.5,6890.6,3.74899352109865,3408.38571428571,309.973404389105,6460,6890.6,29852,"8/29/96","F","nicole"
"penny",1.046,3.571816004,12,3359.2,7665.8,3.35963554297351,2505.025,1197.12696913371,6804.5,6546.1,36163,"2/2/05","F","penny"
"penny",1.046,2.180137694,9,4048.2,8182.6,4.12817962130056,3445.31111111111,352.513824000011,8010.4,7924.2,36163,"2/2/05","F","penny"
"penny",1.046,4.426771963,16,3703.7,7235.2,3.61437185690425,2142.54375,835.012880514427,6718.4,6718.4,36163,"2/2/05","F","penny"
"penny",1.046,2.887851238,10,3445.3,7235.2,3.46278224737281,2385.87,997.090407190397,7235.2,6546.1,36163,"2/2/05","F","penny"
"ranger",1.24,3.79980426,13,3273,8096.5,3.42122886087822,3405.54615384615,531.664991035057,8096.5,7235.2,45403,"5/22/15","M","ranger"
"ranger",1.24,3.491070164,12,3014.6,7062.9,3.43734139856148,3229.95833333333,129.845862876183,6546.1,6890.6,45403,"5/22/15","M","ranger"
"ranger",1.24,2.94336664,11,3445.3,8010.4,3.73721705291869,3468.8,416.828401143684,6804.5,7235.2,45403,"5/22/15","M","ranger"
"ranger",1.24,2.71211029,10,3273,8096.5,3.68716568676121,3376.39,451.791103276725,6804.5,7579.7,45403,"5/22/15","M","ranger"
"ranger",1.24,3.491070164,12,3359.2,8268.8,3.43734139856148,3531.43333333333,642.454513895141,6460,6804.5,45403,"5/22/15","M","ranger"
"ranger",1.24,3.077841451,11,3445.3,7924.2,3.57393328250423,3288.68181818182,469.904472883972,6804.5,6373.8,45403,"5/22/15","M","ranger"
"ranger",1.24,3.36282677,12,3273,7924.2,3.56842645213033,3624.74166666667,633.440090384292,7924.2,7321.3,45403,"5/22/15","M","ranger"
"ranger",1.24,3.396075057,12,3359.2,8182.6,3.53349080882814,3581.65833333333,570.713307199991,6115.4,7407.4,45403,"5/22/15","M","ranger"
"robin",1.2615,3.740207203,15,2928.5,6804.5,4.01047299945537,3100.77333333333,400.047228402324,6287.7,5598.6,44252,"4/12/14","M","robin"
"robin",1.2615,3.834152754,15,3273,7407.4,3.91220719736614,3175.41333333333,369.569701267891,6373.8,6718.4,44252,"4/12/14","M","robin"
"robin",1.2615,3.569930894,14,3445.3,8441,3.92164454038308,2922.35714285714,623.380753773987,8441,6373.8,44252,"4/12/14","M","robin"
"rocket",1.214,3.123689533,8,947.5,8010.4,2.56107398494138,4134.35,1047.85800837436,8010.4,3962.1,44802,"1/21/15","M","rocket"
"rocket",1.214,3.458370553,9,689.1,6632.2,2.6023816309079,3789.85555555556,1108.05804237764,5684.8,3617.6,44802,"1/21/15","M","rocket"
"rocket",1.214,2.190105631,6,1205.9,5943.2,2.73959388765208,3689.35,346.313457722913,5943.2,5426.4,44802,"1/21/15","M","rocket"
"rocket",1.214,2.2488216,7,1292,7235.2,3.11274135751809,3359.18571428571,930.342731521689,6029.3,7235.2,44802,"1/21/15","M","rocket"
"rocket",1.214,3.581674088,9,1119.7,8699.4,2.51279144301641,4134.36666666667,1228.72530799199,8699.4,3789.8,44802,"1/21/15","M","rocket"
"savannah",0.88,2.542401443,10,3359.2,8268.8,3.93328914579286,4246.34,418.140960283332,8010.4,8268.8,43983,"10/26/13","F","savannah"
"savannah",0.88,2.589374217,11,3359.2,7321.3,4.24813065943956,3562.75454545455,250.450759087036,7235.2,7062.9,43983,"10/26/13","F","savannah"
"savannah",0.88,1.767350657,7,3273,8096.5,3.96073069725857,4072.82857142857,343.496456625517,7752,7838.1,43983,"10/26/13","F","savannah"
"savannah",0.88,1.867167803,7,3445.3,7838.1,3.7489935231065,3986.71428571429,271.060985933495,7838.1,7321.3,43983,"10/26/13","F","savannah"
"savannah",0.88,2.477813877,9,2928.5,8096.5,3.63223407679704,4297.05555555556,267.019063510038,7752,7924.2,43983,"10/26/13","F","savannah"
"savannah",0.88,2.736164139,11,3359.2,7924.2,4.0202266535151,3883.79090909091,259.698657888505,7493.6,7579.7,43983,"10/26/13","F","savannah"
"savannah",0.88,2.049187306,8,3445.3,8441,3.90398670564476,4306.6375,460.389561559401,7407.4,7752,43983,"10/26/13","F","savannah"
"scotty",1.22,2.765522124,12,2928.5,8010.4,4.3391444587843,3560.14166666667,670.550724077311,7838.1,6718.4,38644,"1/15/08","M","scotty"
"scotty",1.22,3.85763914,14,2584,8268.8,3.62916268005306,3432.99285714286,853.250463241584,7924.2,5512.5,38644,"1/15/08","M","scotty"
"scotty",1.22,2.630475395,10,3445.3,7321.3,3.80159419814683,3238.59,263.778591709874,6890.6,6632.2,38644,"1/15/08","M","scotty"
"snoopy",1.518,1.626432332,7,3014.6,6287.7,4.30389870041024,2325.58571428571,555.964178787841,5770.9,6287.7,43145,"2/22/13","M","snoopy"
"snoopy",1.518,2.272307987,9,1808.8,6718.4,3.96073069825459,3483.58888888889,603.101300455497,5857,5770.9,43145,"2/22/13","M","snoopy"
"soleil",0.96,2.192174667,8,3186.9,8354.9,3.64934424269578,4102.0625,749.398185093498,8354.9,6546.1,42247,"9/18/11","F","soleil"
"soleil",0.96,2.15487605,7,3186.9,7752,3.24844670300178,3445.3,549.285481330064,7235.2,6460,42247,"9/18/11","F","soleil"
"sookie",1.008,1.743864269,7,3100.8,6976.8,4.01407387285598,2842.37142857143,566.974540034752,6201.6,6115.4,43988,"1/2/14","F","sookie"
"sookie",1.008,1.843681416,7,1292,7062.9,3.79675140143627,3728.31428571429,850.797467925576,5943.2,5857,43988,"1/2/14","F","sookie"
"sookie",1.008,1.835115914,7,3014.6,7321.3,3.81447294233426,3543.72857142857,402.252328413753,6718.4,6373.8,43988,"1/2/14","F","sookie"
"sookie",1.008,1.438541232,6,2497.9,7752,4.17089191921056,3301.75,950.846296201442,6287.7,6546.1,43988,"1/2/14","F","sookie"
"sookie",1.008,1.773222254,7,2411.7,7062.9,3.94761569465392,3408.38571428571,424.449409739926,6718.4,6201.6,43988,"1/2/14","F","sookie"
"sookie",1.008,2.025700919,8,2411.7,6976.8,3.94925031872388,3456.075,577.676614304479,5857,6976.8,43988,"1/2/14","F","sookie"
"spencer",1.245,1.826066625,7,2584,8268.8,3.83337601386806,4232.78571428571,810.184058159156,7924.2,6804.5,35915,"5/10/04","M","spencer"
"spencer",1.245,1.66753351,7,2928.5,7665.8,4.19781669035245,3482.21428571429,452.664689840694,6460,6373.8,35915,"5/10/04","M","spencer"
"spencer",1.245,2.084416888,8,3014.6,8096.5,3.83800383025874,3865.2,707.924400725711,6546.1,6718.4,35915,"5/10/04","M","spencer"
"spencer",1.245,2.125518065,8,2842.4,8182.6,3.76378828848015,3714.4875,623.559357782859,6632.2,6460,35915,"5/10/04","M","spencer"
"spencer",1.245,2.066802096,8,2842.4,8441,3.87071409279237,4435.825,831.278500263299,6373.8,8096.5,35915,"5/10/04","M","spencer"
"spencer",1.245,2.372125134,9,2497.9,7838.1,3.79406628722985,3588.84444444444,532.69783674967,7838.1,6632.2,35915,"5/10/04","M","spencer"
"spencer",1.245,2.430841102,9,2928.5,8354.9,3.70242217502212,4718.15555555556,602.593687967089,6804.5,8010.4,35915,"5/10/04","M","spencer"
"spencer",1.245,2.066802096,8,3014.6,8268.8,3.87071409279237,4425.075,676.558346655018,6804.5,6890.6,35915,"5/10/04","M","spencer"
"spike",1.325,2.442584297,9,2670.1,8096.5,3.68462206649485,3895.11111111111,786.807338940805,7149,7235.2,43119,"10/6/12","M","spike"
"spike",1.325,3.141304323,13,2756.2,8182.6,4.13840833720458,3776.59230769231,847.474923386663,8182.6,6460,43119,"10/6/12","M","spike"
"spike",1.325,1.908268981,8,3100.8,6976.8,4.19228110903302,2874.675,829.899146626521,5512.5,4565,43119,"10/6/12","M","spike"
"spock",1.21,2.0609305,10,3186.9,8010.4,4.8521772083047,3944.87,419.609159549429,6718.4,6460,36187,"2/26/05","M","spock"
"spock",1.21,4.356724875,19,2928.5,7838.1,4.3610740969729,3844.23157894737,419.232521072908,7752,6546.1,36187,"2/26/05","M","spock"
"spock",1.21,2.207720421,11,3186.9,7493.6,4.98251494861722,3633.23636363636,388.687095933804,7493.6,6546.1,36187,"2/26/05","M","spock"
"sriracha",1.28,2.407354714,9,2670.1,7665.8,3.73854336781381,4057.8,400.414607001293,7665.8,7062.9,43986,"11/30/13","F","sriracha"
"sriracha",1.28,1.779093851,6,3186.9,7924.2,3.37250336547872,4163.08333333333,498.283085872546,7924.2,7579.7,43986,"11/30/13","F","sriracha"
"sriracha",1.28,1.186062567,4,3359.2,7924.2,3.37250336642654,4306.625,186.089841653613,7924.2,7407.4,43986,"11/30/13","F","sriracha"
"sriracha",1.28,1.4972572,5,3359.2,7838.1,3.33943960997483,3617.58,1265.90310332189,4909.6,7407.4,43986,"11/30/13","F","sriracha"
"stella",1.275,1.771658736,8,3617.6,7062.9,4.51554232056122,2680.8875,461.383507778507,6976.8,7062.9,44850,"3/6/15","F","stella"
"storm",0.995,1.121475002,5,3014.6,8785.5,4.45841413413868,5426.36,483.439952837992,7665.8,8699.4,44796,"9/30/14","F","storm"
"storm",0.995,1.092117017,5,1550.4,8441,4.57826397919775,5581.42,352.002374991988,8441,8441,44796,"9/30/14","F","storm"
"tara",1.35,0.542832414,3,2670.1,6201.6,5.52656754207754,3100.76666666667,375.415907139446,6029.3,6201.6,45585,"2/9/16","F","tara"
"taz",1.17,1.743864269,7,3617.6,8785.5,4.01407387285598,3100.78571428571,804.902564348778,8785.5,6976.8,38064,"4/4/07","M","taz"
"taz",1.17,2.04331571,8,3359.2,6890.6,3.91520505658913,3068.4625,210.677525667615,6804.5,6460,38064,"4/4/07","M","taz"
"taz",1.17,1.773222253,7,3359.2,7321.3,3.94761569688016,3482.21428571429,178.304892703214,7149,6804.5,38064,"4/4/07","M","taz"
"tiki",1.09,0.939455498,5,3445.3,7062.9,5.32223187861954,3290.26,154.070675340897,7062.9,6890.6,45611,"3/3/16","M","tiki"
"tiki",1.09,1.908268981,9,3014.6,7062.9,4.71631624766215,3416.58888888889,261.97663752921,6373.8,6890.6,45611,"3/3/16","M","tiki"
"tiki",1.09,2.466070684,11,3273,7062.9,4.46053719034438,3124.27272727273,293.576310661842,6890.6,6460,45611,"3/3/16","M","tiki"
"tiki",1.09,1.773222253,8,3273,6976.8,4.51156079643447,3273.025,172.264288231775,6546.1,6718.4,45611,"3/3/16","M","tiki"
"tiki",1.09,1.602945944,8,3273,6890.6,4.99081084421147,3283.8,186.659460745268,6460,6804.5,45611,"3/3/16","M","tiki"
"wasabi",1.35,2.501300265,10,3876,7235.2,3.99792065747852,1886.31,709.637170907312,6890.6,7235.2,44798,"12/5/14","M","wasabi"
"wasabi",1.35,2.747907333,11,3273,10852.7,4.00304619733696,3210.4,1639.74493504325,9991.4,6976.8,44798,"12/5/14","M","wasabi"
"wasabi",1.35,3.064973563,12,3617.6,10852.7,3.91520505914393,3330.45833333333,1138.73817523715,8527.1,6287.7,44798,"12/5/14","M","wasabi"
"wasabi",1.35,2.395611522,10,3531.4,8957.8,4.17429950898358,3169.7,1088.5922652674,8699.4,5254.1,44798,"12/5/14","M","wasabi"
"wasabi",1.35,1.632303929,7,3617.6,8182.6,4.28841705005784,2953.11428571429,683.147093552019,8182.6,6890.6,44798,"12/5/14","M","wasabi"
"wasabi",1.35,2.976899611,12,3617.6,11283.4,4.03103952704974,3818.55833333333,1518.90410341759,9216.2,5770.9,44798,"12/5/14","M","wasabi"
"wasabi",1.35,2.94167003,11,3531.4,11283.4,3.73937249515371,3139.92727272727,1275.43047798844,9302.3,6201.6,44798,"12/5/14","M","wasabi"
"wasabi",1.35,3.376168198,13,3789.8,9560.7,3.85051906113595,2974.88461538462,924.740078658281,9560.7,6460,44798,"12/5/14","M","wasabi"
"wasabi",1.35,2.859467674,11,3703.7,7321.3,3.84686985623884,2286.44545454545,700.135753070269,7321.3,5081.8,44798,"12/5/14","M","wasabi"
"willow",1.17,2.460199087,9,3186.9,7235.2,3.65824052514983,3340.02222222222,253.962673329063,6804.5,6804.5,42271,"2/16/12","F","willow"
"willow",1.17,2.583502621,9,3100.8,7924.2,3.48364268216471,3808.97777777778,585.408745616637,6804.5,6460,42271,"2/16/12","F","willow"
"willow",1.17,2.184234034,8,3273,7752,3.6626111833582,3725.225,275.27665434717,7062.9,7235.2,42271,"2/16/12","F","willow"
"willow",1.17,2.102031677,8,3359.2,8096.5,3.8058417898904,3229.9625,493.735730173541,6460,6632.2,42271,"2/16/12","F","willow"
"willow",1.17,2.201848824,8,3186.9,7149,3.63331029487608,3326.85,283.585336110919,6890.6,6890.6,42271,"2/16/12","F","willow"
"willow",1.17,1.561844767,6,3445.3,8096.5,3.84161097618224,3502.71666666667,399.063565947415,8096.5,6890.6,42271,"2/16/12","F","willow"
"willow",1.17,2.965156417,11,3359.2,6890.6,3.70975370369475,2811.05454545455,413.563606628137,6890.6,6718.4,42271,"2/16/12","F","willow"
"willow",1.17,2.172490841,8,3445.3,6976.8,3.68240908040726,2960.8125,514.599582026092,6804.5,6890.6,42271,"2/16/12","F","willow"
"xena",1.143,1.920012175,7,2842.4,6976.8,3.64581021471908,3420.67142857143,297.196056020745,6373.8,6546.1,39529,"12/10/08","F","xena"
"xena",1.143,1.373953667,5,3014.6,7235.2,3.63913290534564,3686.46,312.946198251393,6546.1,7235.2,39529,"12/10/08","F","xena"
